player_name,Nationality,Preferred Foot,Date of Birth,appearances_,sub_appearances,XA,pass_attempts,pass_accuracy,long_pass_attempts,long_pass_accuracy,Minutes Played,Duels Won,Total Tackles,Interceptions,Blocks,Red Cards,Yellow Cards,XG,Touches in the Opposition Box,Aerial Duels Won,Assists,Shots On Target Inside the Box,cross_attempts,cross_accuracy,dribble_attempts,dribble_accuracy,Fouls,Goals,Hit Woodwork,Offsides,Shots On Target Outside the Box,Corners Taken,Appearances,free_kick_attempts,free_kicks_scored,Passes,Own Goals,Penalties Taken,Goals Conceded,Clean Sheets,Saves Made,Penalties Faced,penalty_attempts,penalties_scored,penalties_saved,penalty_save_precentage,player_image_url,player_country,player_club,player_position,player_stats_url,Age
Filip Marschall,England,Right,2003-04-24,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/462381.png,England,Aston Villa,Goalkeeper,https://www.premierleague.com/en/players/462381/filip-marschall/stats,22
Zach Marsh,England,Right,2005-10-06,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Crystal Palace,Forward,https://www.premierleague.com/en/players/576980/zach-marsh/stats,19
Callum Marshall,Northern Ireland,Left,2004-11-28,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/565431.png,Northern Ireland,West Ham United,Forward,https://www.premierleague.com/en/players/565431/callum-marshall/stats,20
Anthony Martial,France,Right,1995-12-05,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/148225.png,France,Manchester United,Forward,https://www.premierleague.com/en/players/148225/anthony-martial/stats,29
Gabriel Martinelli,Brazil,Right,2001-06-18,33,8,4.66,590,79,15,67,2300,94,23,5,0,0,1,7.41,195,17,4,28,89,24,93,35,16,8,0,8,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/444145.png,Brazil,Arsenal,Forward,https://www.premierleague.com/en/players/444145/gabriel-martinelli/stats,24
Rodrigo Gomes,Portugal,Right,2003-07-07,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/483081.png,Portugal,Wolverhampton Wanderers,Forward,https://www.premierleague.com/en/players/483081/rodrigo-gomes/stats,22
Lisandro Martínez,Argentina,Left,1998-01-18,0,0,1.28,1314,90,102,43,1754,69,40,32,8,0,7,1.3,18,16,1,7,9,33,7,86,22,2,0,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/221820.png,Argentina,Manchester United,Defender,https://www.premierleague.com/en/players/221820/lisandro-martinez/stats,27
Emiliano Martínez,Argentina,Right,1992-09-02,0,0,0.0,1248,77,476,42,0,0,0,0,0,1,5,0.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,37,0,0,0,0,0,45,8,100,2,0,0,1,50,https://resources.premierleague.com/premierleague25/photos/players/110x140/98980.png,Argentina,Aston Villa,Goalkeeper,https://www.premierleague.com/en/players/98980/emiliano-martinez/stats,33
Wanya Marçal,Portugal,Right,2002-10-19,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/461584.png,Portugal,Leicester City,Midfielder,https://www.premierleague.com/en/players/461584/wanya-marcal/stats,22
Tawanda Maswanhise,Zimbabwe,Right,2002-11-20,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/461585.png,Zimbabwe,Leicester City,Forward,https://www.premierleague.com/en/players/461585/tawanda-maswanhise/stats,22
Jean-Philippe Mateta,France,Right,1997-06-28,37,4,2.27,420,68,13,38,2654,129,18,2,4,0,2,13.53,102,64,2,24,26,19,42,48,27,14,2,21,12,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/231747.png,France,Crystal Palace,Forward,https://www.premierleague.com/en/players/231747/jean-philippe-mateta/stats,28
Sam Mather,England,Right,2004-09-03,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Manchester United,Midfielder,https://www.premierleague.com/en/players/499333/sam-mather/stats,21
Roshaun Mathurin,England,Right,2004-01-23,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Crystal Palace,Forward,https://www.premierleague.com/en/players/493121/roshaun-mathurin/stats,21
Joël Matip,Cameroon,Right,1991-08-08,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/60914.png,Cameroon,Liverpool,Defender,https://www.premierleague.com/en/players/60914/joel-matip/stats,34
Alex Matos,England,Right,2004-10-03,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Chelsea,Forward,https://www.premierleague.com/en/players/519198/alex-matos/stats,20
Remi Matthews,England,Right,1994-02-10,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/169593.png,England,Crystal Palace,Goalkeeper,https://www.premierleague.com/en/players/169593/remi-matthews/stats,31
Neal Maupay,France,Right,1996-08-14,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/115382.png,France,Everton,Forward,https://www.premierleague.com/en/players/115382/neal-maupay/stats,29
Stephy Mavididi,England,Right,1998-05-31,30,14,3.26,528,83,17,35,1613,96,34,11,2,0,2,1.84,64,9,1,6,62,16,82,43,18,4,0,3,7,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/154048.png,England,Leicester City,Forward,https://www.premierleague.com/en/players/154048/stephy-mavididi/stats,27
Konstantinos Mavropanos,Greece,Right,1997-12-11,33,12,0.42,1244,87,145,45,2037,117,35,40,18,1,4,1.54,24,59,0,5,2,50,14,64,17,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/233963.png,Greece,West Ham United,Defender,https://www.premierleague.com/en/players/233963/konstantinos-mavropanos/stats,27
Ezra Mayers,England,Left,2007-01-16,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,West Ham United,Defender,https://www.premierleague.com/en/players/602903/ezra-mayers/stats,18
Adrian Mazilu,Romania,Left,2005-09-13,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/550141.png,Romania,Brighton and Hove Albion,Forward,https://www.premierleague.com/en/players/550141/adrian-mazilu/stats,19
Noussair Mazraoui,Morocco,Right,1997-11-14,37,3,1.87,1589,86,114,45,2848,216,115,34,9,0,3,0.68,33,51,1,4,23,26,44,59,38,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/230001.png,Morocco,Manchester United,Defender,https://www.premierleague.com/en/players/230001/noussair-mazraoui/stats,27
Kevin Mbabu,Switzerland,Right,1995-04-19,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/120721.png,Switzerland,Fulham,Defender,https://www.premierleague.com/en/players/120721/kevin-mbabu/stats,30
Loïc Mbe Soh,France,Right,2001-06-13,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/242885.png,France,Nottingham Forest,Defender,https://www.premierleague.com/en/players/242885/loic-mbe-soh/stats,24
Luke Mbete,England,Left,2003-09-18,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/439510.png,England,Manchester City,Defender,https://www.premierleague.com/en/players/439510/luke-mbete/stats,21
Bryan Mbeumo,Cameroon,Left,1999-08-07,0,0,9.26,1092,74,58,52,3415,179,49,14,3,0,3,12.26,177,35,7,31,100,23,99,53,25,20,1,11,11,87,38,6,6,0,0,0,0,0,0,0,6,5,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/446008.png,Cameroon,Brentford,Midfielder,https://www.premierleague.com/en/players/446008/bryan-mbeumo/stats,26
James McAtee,England,Left,2002-10-18,15,12,0.81,117,84,0,0,342,12,5,2,0,0,1,2.8,22,2,0,0,6,33,7,29,6,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/432714.png,England,Manchester City,Midfielder,https://www.premierleague.com/en/players/432714/james-mcatee/stats,22
Kasey McAteer,Ireland,Right,2001-11-22,18,9,0.63,220,79,5,40,852,57,23,5,2,0,3,1.03,31,13,1,6,21,19,21,29,18,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/461587.png,Ireland,Leicester City,Midfielder,https://www.premierleague.com/en/players/461587/kasey-mcateer/stats,23
Alex McCarthy,England,Right,1989-12-03,0,0,0.0,126,70,58,45,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,13,0,24,2,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/58376.png,England,Southampton,Goalkeeper,https://www.premierleague.com/en/players/58376/alex-mccarthy/stats,35
James McConnell,England,Right,2004-09-13,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/491501.png,England,Liverpool,Midfielder,https://www.premierleague.com/en/players/491501/james-mcconnell/stats,20
Ruairi McConville,Northern Ireland,Right,2005-05-01,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Northern Ireland,Brighton and Hove Albion,Defender,https://www.premierleague.com/en/players/539721/ruairi-mcconville/stats,20
Jamie McDonnell,Northern Ireland,Right,2004-02-16,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Northern Ireland,Nottingham Forest,Midfielder,https://www.premierleague.com/en/players/524070/jamie-mcdonnell/stats,21
Tom McGill,Canada,Right,2000-03-25,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/209288.png,Canada,Brighton and Hove Albion,Goalkeeper,https://www.premierleague.com/en/players/209288/tom-mcgill/stats,25
John McGinn,Scotland,Left,1994-10-18,34,7,2.71,789,87,55,58,2230,139,33,14,2,0,7,3.13,63,17,4,8,38,26,33,61,43,1,0,3,0,22,0,1,1,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/122806.png,Scotland,Aston Villa,Midfielder,https://www.premierleague.com/en/players/122806/john-mcginn/stats,30
Scott McKenna,Scotland,Left,1996-11-12,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/168281.png,Scotland,Nottingham Forest,Defender,https://www.premierleague.com/en/players/168281/scott-mckenna/stats,28
Callan McKenna,Scotland,Right,2006-12-22,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Scotland,Bournemouth,Goalkeeper,https://www.premierleague.com/en/players/568791/callan-mckenna/stats,18
Conor McManus,Ireland,Right,2004-06-16,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Ireland,Brentford,Midfielder,https://www.premierleague.com/en/players/587433/conor-mcmanus/stats,21
Dwight McNeil,England,Left,1999-11-22,21,6,4.32,505,83,37,43,1371,58,13,6,0,0,1,1.09,27,3,6,7,46,24,44,55,6,4,0,1,5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/433154.png,England,Everton,Forward,https://www.premierleague.com/en/players/433154/dwight-mcneil/stats,25
Scott McTominay,Scotland,Right,1996-12-08,2,2,0.0,0,0,0,0,17,1,0,0,0,0,0,0.07,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/195851.png,Scotland,Manchester United,Midfielder,https://www.premierleague.com/en/players/195851/scott-mctominay/stats,28
Dermot Mee,Northern Ireland,Right,2002-11-20,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Northern Ireland,Manchester United,Goalkeeper,https://www.premierleague.com/en/players/461537/dermot-mee/stats,22
Ben Mee,England,Left,1989-09-21,7,5,0.03,116,78,19,32,181,7,2,4,3,0,2,0.0,3,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/51927.png,England,Brentford,Defender,https://www.premierleague.com/en/players/51927/ben-mee/stats,35
Jayden Meghoma,England,Left,2006-06-28,1,1,0.0,0,0,0,0,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/499717.png,England,Brentford,Defender,https://www.premierleague.com/en/players/499717/jayden-meghoma/stats,19
Hannibal Mejbri,Tunisia,Right,2003-01-21,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/465527.png,Tunisia,Manchester United,Midfielder,https://www.premierleague.com/en/players/465527/hannibal-mejbri/stats,22
Sam Morsy,Egypt,Right,1991-09-10,33,2,1.49,1423,87,119,49,2753,130,68,29,13,0,10,0.44,6,18,1,0,11,36,26,65,48,1,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/74944.png,Egypt,Ipswich Town,Midfielder,https://www.premierleague.com/en/players/74944/sam-morsy/stats,33
Chris Mepham,Wales,Right,1997-11-05,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/223911.png,Wales,Bournemouth,Defender,https://www.premierleague.com/en/players/223911/chris-mepham/stats,27
Mikel Merino,Spain,Left,1996-06-22,28,11,1.18,558,80,16,56,1581,137,46,15,5,1,2,5.91,83,60,2,13,13,31,19,47,41,7,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/195384.png,Spain,Arsenal,Midfielder,https://www.premierleague.com/en/players/195384/mikel-merino/stats,29
Max Merrick,England,Right,2005-11-10,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Chelsea,Goalkeeper,https://www.premierleague.com/en/players/518335/max-merrick/stats,19
Jenson Metcalfe,England,Right,2004-09-06,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/491557.png,England,Everton,Midfielder,https://www.premierleague.com/en/players/491557/jenson-metcalfe/stats,20
Bastien Meupiyou,France,Left,2006-03-19,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,France,Wolverhampton Wanderers,Defender,https://www.premierleague.com/en/players/560248/bastien-meupiyou/stats,19
Stephen Mfuni,England,Right,2008-02-12,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Manchester City,Defender,https://www.premierleague.com/en/players/566213/stephen-mfuni/stats,17
Shumaira Mheuka,England,Right,2007-10-20,1,1,0.0,0,0,0,0,1,1,0,0,0,0,0,0.06,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Chelsea,Forward,https://www.premierleague.com/en/players/567119/shumaira-mheuka/stats,17
Alex Mighten,England,Right,2002-04-11,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/244930.png,England,Nottingham Forest,Forward,https://www.premierleague.com/en/players/244930/alex-mighten/stats,23
Nikola Milenkovic,Serbia,Right,1997-10-12,0,0,0.54,1026,83,179,53,3330,158,51,27,24,0,4,4.02,65,101,2,7,0,0,0,0,20,5,0,2,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/227444.png,Serbia,Nottingham Forest,Defender,https://www.premierleague.com/en/players/227444/nikola-milenkovic/stats,27
Jamie Miley,England,Right,2004-01-14,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Newcastle United,Midfielder,https://www.premierleague.com/en/players/491461/jamie-miley/stats,21
Lewis Miley,England,Right,2006-05-01,14,13,0.3,190,88,8,50,304,22,14,2,1,0,0,0.55,6,6,0,2,0,0,2,50,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/547719.png,England,Newcastle United,Midfielder,https://www.premierleague.com/en/players/547719/lewis-miley/stats,19
James Milner,England,Right,1986-01-04,4,1,0.16,66,79,4,25,173,7,5,2,2,0,1,0.16,4,0,0,0,3,33,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/15157.png,England,Brighton and Hove Albion,Midfielder,https://www.premierleague.com/en/players/15157/james-milner/stats,39
Tyrone Mings,England,Left,1993-03-13,14,2,0.25,675,88,61,44,1121,47,7,7,11,0,1,0.82,18,28,0,3,0,0,3,67,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/149484.png,England,Aston Villa,Defender,https://www.premierleague.com/en/players/149484/tyrone-mings/stats,32
Yankuba Minteh,Gambia,Left,2004-07-22,32,12,5.02,444,69,25,56,1841,122,48,11,0,0,6,4.11,165,18,4,16,69,20,90,51,21,6,1,6,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/592031.png,Gambia,Brighton and Hove Albion,Forward,https://www.premierleague.com/en/players/592031/yankuba-minteh/stats,21
Tyrick Mitchell,England,Left,1999-09-01,0,0,3.71,1025,74,144,35,3102,152,91,19,12,0,2,1.31,44,20,5,6,105,18,33,48,23,0,0,2,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/244723.png,England,Crystal Palace,Defender,https://www.premierleague.com/en/players/244723/tyrick-mitchell/stats,26
Kaoru Mitoma,Japan,Right,1997-05-20,36,8,4.04,890,81,33,48,2608,147,45,14,3,0,1,9.16,169,27,4,24,75,15,126,41,40,10,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/451340.png,Japan,Brighton and Hove Albion,Midfielder,https://www.premierleague.com/en/players/451340/kaoru-mitoma/stats,28
Jakub Moder,Poland,Right,1999-04-07,4,4,0.54,21,81,0,0,9,1,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/243505.png,Poland,Brighton and Hove Albion,Midfielder,https://www.premierleague.com/en/players/243505/jakub-moder/stats,26
Jeremy Monga,England,Right,2009-07-10,7,7,0.02,25,72,0,0,105,9,2,0,2,0,0,0.16,5,0,0,0,0,0,5,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Leicester City,Midfielder,https://www.premierleague.com/en/players/649208/jeremy-monga/stats,16
Zane Monlouis,England,Right,2003-10-16,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Jamaica,Arsenal,Defender,https://www.premierleague.com/en/players/450555/zane-monlouis/stats,21
Gonzalo Montiel,Argentina,Right,1997-01-01,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/218430.png,Argentina,Nottingham Forest,Defender,https://www.premierleague.com/en/players/218430/gonzalo-montiel/stats,28
Bradley Moonan,England,Right,2006-04-02,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Everton,Defender,https://www.premierleague.com/en/players/547799/bradley-moonan/stats,19
Kieffer Moore,Wales,Right,1992-08-08,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/128340.png,Wales,Bournemouth,Forward,https://www.premierleague.com/en/players/128340/kieffer-moore/stats,33
Jayden Moore,England,Right,2006-12-12,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Southampton,Defender,https://www.premierleague.com/en/players/494551/jayden-moore/stats,18
Mikey Moore,England,Right,2007-08-11,10,7,0.56,78,82,2,50,361,12,2,1,0,0,0,0.2,14,1,1,0,13,8,15,13,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/499721.png,England,Tottenham Hotspur,Forward,https://www.premierleague.com/en/players/499721/mikey-moore/stats,18
Kobei Moore,England,Right,2004-11-30,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Aston Villa,Forward,https://www.premierleague.com/en/players/532537/kobei-moore/stats,20
Jack Moorhouse,Ireland,Both,2005-11-29,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Ireland,Manchester United,Midfielder,https://www.premierleague.com/en/players/559684/jack-moorhouse/stats,19
